"IDRSSD"	FDIC Certificate Number	OCC Charter Number	OTS Docket Number	Primary ABA Routing Number	Financial Institution Name	Financial Institution Address	Financial Institution City	Financial Institution State	Financial Institution Zip Code	Financial Institution Filing Type	Last Date/Time Submission Updated On
2820604	35138	0	0	64208518	COMMUNITY TRUST & BANKING COMPANY	9125 LEE HIGHWAY 	OOLTEWAH	TN	37363	041	2015-01-23T10:07:38
2823221	35320	0	17110	61211728	BANK OF TERRELL	250 EAST LEE STREET 	DAWSON	GA	39842	041	2015-05-13T10:04:59
2823230	35319	0	0	61211472	COMMERCIAL STATE BANK	113-115 WEST SECOND STREET 	DONALSONVILLE	GA	39845	041	2015-01-28T14:19:01
2826017	35317	23864	0	31101062	GLENMEDE TRUST COMPANY, NATIONAL ASSOCIATION, THE	1650 MARKET STREET ONE LIBERTY PLACE SUITE 1200	PHILADELPHIA	PA	19103	041	2015-03-17T16:27:47
2826316	35348	0	0	103912723	ONB BANK AND TRUST COMPANY	8908 SOUTH YALE AVENUE, SUITE 100 	TULSA	OK	74137	041	2015-02-12T12:19:11
2833882	35151	0	0	21213371	NEW MILLENNIUM BANK	57 LIVINGSTON AVENUE 	NEW BRUNSWICK	NJ	08901	041	2015-04-30T09:12:34
2834179	35179	23870	0	53207999	CORNERSTONE NATIONAL BANK	1670 EAST MAIN STREET 	EASLEY	SC	29640	041	2015-01-28T09:42:45
2834759	35230	0	0	71925981	EVERGREEN BANK GROUP	1515 WEST 22ND STREET 	OAK BROOK	IL	60523	041	2015-07-28T14:22:52
2835103	35276	0	0	81518906	FREEDOM BANK OF SOUTHERN MISSOURI	97 SOUTH MAIN 	CASSVILLE	MO	65625	041	2015-01-28T17:29:35
2835756	35050	0	0	67014738	TRANSCAPITAL BANK	8850 WEST OAKLAND PARK BOULEVARD 	SUNRISE	FL	33351	041	2015-01-26T17:34:33
2836306	35101	0	0	41215553	BUCKEYE COMMUNITY BANK	105 SHEFFIELD CENTER 	LORAIN	OH	44055	041	2015-06-03T09:52:04
2837077	35302	23927	0	42215565	CITIZENS NATIONAL BANK OF SOUTHWESTERN OHIO, THE	29 WEST WHIPP RD. 	DAYTON	OH	45459	041	2015-01-27T12:52:45
2837200	35036	0	17440	61119723	COMMUNITY BANK OF THE SOUTH	3016 ATLANTA ROAD 	SMYRNA	GA	30080	041	2015-01-27T16:41:03
2838207	35139	0	16484	125084697	SEATTLE BANK	600 UNIVERSITY STREET, SUITE 1850 	SEATTLE	WA	98101	041	2015-01-30T16:40:56
2839053	35303	0	0	91113980	OLD MISSION BANK	2701 I-75 BUSINESS SPUR 	SAULT SAINTE MARIE	MI	49783	041	2015-01-30T16:46:18
2839790	35214	0	16944	53208008	FIRST RELIANCE BANK	2170 WEST PALMETTO STREET 	FLORENCE	SC	29501	041	2015-01-30T09:58:00
2843706	35187	0	0	71926090	WINFIELD COMMUNITY BANK	27W111 GENEVA ROAD 	WINFIELD	IL	60190	041	2015-01-30T14:52:00
2843724	35324	0	17607	72414006	BANK OF NORTHERN MICHIGAN, THE	406 BAY STREET 	PETOSKEY	MI	49770	041	2015-01-28T14:34:47
2845205	35354	23946	0	122243017	ARMED FORCES BANK OF CALIFORNIA, NATIONAL ASSOCIATION	2260 CALLAGAN HIGHWAY BUILDING 3379, SUITE 1	SAN DIEGO	CA	92136	041	2015-01-29T16:32:00
2845755	35218	0	0	67014961	FLAGLER BANK	1801 FOREST HILL BOULEVARD 	WEST PALM BEACH	FL	33406	041	2016-11-18T13:29:12
2845782	35413	23869	0	121058119	BESSEMER TRUST COMPANY OF CALIFORNIA, NATIONAL ASSOCIATION	101 CALIFORNIA STREET 	SAN FRANCISCO	CA	94111	041	2015-01-29T14:09:34
2846444	35350	0	0	72413997	TRAVERSE CITY STATE BANK	333 WEST GRANDVIEW PARKWAY 	TRAVERSE CITY	MI	49684	041	2015-01-29T13:38:06
2847085	35229	0	0	81225901	SOUTHERN ILLINOIS BANK	1012 WEST BROADWAY 	JOHNSTON CITY	IL	62951	041	2015-01-23T13:16:24
2847142	34908	0	17832	63114661	PINNACLE BANK	1113 SAXON BLVD. 	ORANGE CITY	FL	32763	041	2015-01-30T12:46:08
2847432	35326	0	0	51409061	CITIZENS COMMUNITY BANK	800 NORTH MECKLENBURG AVENUE 	SOUTH HILL	VA	23970	041	2015-02-12T14:12:35
2848493	35322	0	0	112093808	CAPITAL BANK, S.S.B.	201 EAST MAIN THIRD FLOOR 	EL PASO	TX	79901	041	2015-01-30T12:35:06
2848756	35245	0	0	84008536	FIRST ALLIANCE BANK	51 GERMANTOWN COURT, SUITE 100 	CORDOVA	TN	38018	041	2015-03-31T12:00:48
2849285	35406	0	0	91917050	BANKVISTA	125 TWIN RIVERS COURT 	SARTELL	MN	56377	041	2015-05-01T13:16:33
2849463	34966	715575	15575	53274061	FIRST CAPITAL BANK	207 HWY 15 / 401 BYPASS EAST 	BENNETTSVILLE	SC	29512	041	2015-01-29T11:50:14
2849801	35295	0	17412	53208011	SOUTHERN FIRST BANK	100 VERDAE BOULEVARD 	GREENVILLE	SC	29607	041	2015-01-29T15:39:06
2850722	35141	0	0	124084708	BMW BANK OF NORTH AMERICA	2735 EAST PARLEYS WAY, SUITE 301 	SALT LAKE CITY	UT	84109	041	2015-01-29T17:38:06
2850768	35286	0	0	31207830	CORNERSTONE BANK	6000 MIDLANTIC DRIVE 	MOUNT LAUREL	NJ	08054	041	2015-01-30T08:03:26
2851185	35258	0	0	64108524	COMMUNITY BANK & TRUST	575 SOUTH MAIN STREET 	ASHLAND CITY	TN	37015	041	2015-01-27T17:27:33
2853358	35249	0	0	61119765	GWINNETT COMMUNITY BANK	2775 BUFORD HIGHWAY 	DULUTH	GA	30096	041	2017-10-26T09:21:41
2854113	35260	0	0	124384712	REPUBLIC BANK, THE	1560 RENAISSANCE TOWNE DRIVE, SUITE 260 	BOUNTIFUL	UT	84010	041	2015-01-29T16:07:24
2854494	35069	23801	0	122242982	SOUTH COUNTY BANK, NATIONAL ASSOCIATION	22342-A AVENIDA EMPRESA 	RANCHO SANTA MARGARITA	CA	92688	041	2015-01-28T17:06:17
2855156	35370	0	0	91917047	COMMUNITY BANK CORPORATION	706 WALNUT STREET 	CHASKA	MN	55318	041	2015-01-13T08:39:36
2855307	35345	0	0	72414019	HANTZ BANK	26200 AMERICAN DRIVE, 2ND FLOOR 	SOUTHFIELD	MI	48034	041	2015-04-20T15:02:55
2855866	35441	0	0	102206728	FOUR CORNERS COMMUNITY BANK	500 WEST MAIN STREET, SUITE 101 	FARMINGTON	NM	87401	041	2015-01-30T17:31:00
2855914	35309	23922	17191	63114658	CBC NATIONAL BANK	1891 SOUTH 14TH STREET 	FERNANDINA BEACH	FL	32034	041	2015-01-29T12:08:08
2855978	35422	0	17811	71926061	LEADERS BANK, THE	2001 YORK ROAD 	OAK BROOK	IL	60523	041	2015-01-22T11:35:32
2856685	35274	23903	0	51409074	RIVER COMMUNITY BANK, NATIONAL ASSOCIATION	1 EAST MARKET STREET 	MARTINSVILLE	VA	24112	041	2015-02-13T15:00:28
2856939	35432	0	17101	104022751	FRONTIER SAVINGS BANK	940 VALLEY VIEW DRIVE 	COUNCIL BLUFFS	IA	51503	041	2015-01-27T16:59:23
2857600	35333	0	0	75917924	OAK BANK	5951 MCKEE ROAD 	FITCHBURG	WI	53719	041	2015-05-01T10:17:03
2857794	35186	0	0	26013408	FIRST AMERICAN INTERNATIONAL BANK	5503 8TH AVENUE 	BROOKLYN	NY	11220	041	2015-04-29T16:51:58
2858492	35221	0	0	83914236	FREEDOM BANK	1405 NORTH MAIN STREET 	HUNTINGBURG	IN	47542	041	2015-01-30T15:45:54
2858960	35444	0	0	31101114	BANCORP BANK, THE	409 SILVERSIDE ROAD 	WILMINGTON	DE	19809	041	2016-01-04T15:49:07
2859538	35281	0	16263	82974439	BENEFIT BANK	8300 PHOENIX AVENUE 	FORT SMITH	AR	72903	041	2015-01-16T15:49:22
2859903	35189	23880	16931	56009039	ACCESS NATIONAL BANK	1800 ROBERT FULTON DR, SUITE 300 	RESTON	VA	20191	041	2015-01-30T15:07:48
2860039	35212	0	0	63114894	COMMUNITY BANK OF THE SOUTH	277 NORTH SYKES CREEK PARKWAY 	MERRITT ISLAND	FL	32953	041	2015-01-30T13:06:28
2860271	35480	0	0	91017060	CROWN BANK	6600 FRANCE AVENUE SOUTH SUITE 125	EDINA	MN	55435	041	2015-01-28T15:32:29
2860459	35115	715850	15850	72471955	AUTO CLUB TRUST, FSB	1 AUTO CLUB DRIVE 	DEARBORN	MI	48126	041	2015-01-30T14:54:32
2861317	35420	0	0	81518919	BRANSON BANK	1501 STATE HIGHWAY 248 	BRANSON	MO	65616	041	2015-01-30T11:48:10
2864729	57388	24286	0	31150806	UBS TRUST COMPANY, NATIONAL ASSOCIATION	1313 NORTH MARKET STREET 	WILMINGTON	DE	19801	041	2015-01-30T16:46:00
2867337	35361	0	0	121143037	FIVE STAR BANK	6810 FIVE STAR BOULEVARD, SUITE 100 	ROCKLIN	CA	95677	041	2015-01-12T11:29:46
2868259	35431	23983	0	71026123	BAYTREE NATIONAL BANK & TRUST CO.	664 NORTH WESTERN AVENUE 	LAKE FOREST	IL	60045	041	2015-01-29T16:17:32
2868352	35526	23968	0	82950563	SIMMONS FIRST TRUST COMPANY, N.A.	501 MAIN STREET 	PINE BLUFF	AR	71601	041	2015-01-30T17:02:00
2869162	35412	0	0	71926045	AMERICAN COMMUNITY BANK & TRUST	1290 LAKE AVENUE 	WOODSTOCK	IL	60098	041	2015-01-29T12:01:28
2871099	35417	0	17418	64108553	TRISTAR BANK	719 EAST COLLEGE STREET 	DICKSON	TN	37055	041	2015-01-27T16:02:07
2871558	35033	0	0	21413388	AMERICAN COMMUNITY BANK	300 GLEN STREET 	GLEN COVE	NY	11542	041	2015-04-29T16:48:30
2872340	35338	23937	17192	61119888	NATIONAL BANK OF GEORGIA, THE	2234 WEST BROAD STREET 	ATHENS	GA	30606	041	2015-02-10T16:12:07
2872845	35355	0	0	125108609	SOUTH SOUND BANK	2850 HARRISON AVENUE NORTHWEST 	OLYMPIA	WA	98502	041	2015-01-27T18:32:13
2873075	35385	0	0	41215582	PREMIER BANK & TRUST	600 SOUTH MAIN STREET 	NORTH CANTON	OH	44720	041	2015-02-13T12:37:37
2873860	34951	0	0	31207856	HARVEST COMMUNITY BANK	285 NORTH BROADWAY 	PENNSVILLE	NJ	08070	041	2015-03-17T12:51:59
2877345	35521	0	0	64008611	INSBANK	2106 CRESTMOOR ROAD 	NASHVILLE	TN	37215	041	2015-01-30T17:06:28
2877484	35314	0	17005	62006356	ALAMERICA BANK	2170 HIGHLAND AVENUE SOUTH 	BIRMINGHAM	AL	35205	041	2015-01-29T12:36:36
2877831	35439	0	16920	65306134	BANK OF BROOKHAVEN	411 BROOKWAY BOULEVARD 	BROOKHAVEN	MS	39601	041	2015-01-29T17:01:34
2877840	34998	0	0	61119794	FIRST INTERCONTINENTAL BANK	5593 BUFORD HIGHWAY 	DORAVILLE	GA	30340	041	2015-02-13T17:24:18
2880019	35323	0	0	124303036	UTAH COMMUNITY BANK	820 EAST 9400 SOUTH 	SANDY	UT	84094	041	2015-01-28T15:09:57
2881445	35394	715930	15930	0	MASSMUTUAL TRUST COMPANY, FSB, THE	100 BRIGHT MEADOW BOULEVARD, M327 	ENFIELD	CT	06082	041	2015-01-27T12:57:43
2881593	35380	0	0	83908284	BANKTRUST FINANCIAL CORP	208 NORTH MAIN STREET 	HENDERSON	KY	42420	041	2015-01-28T09:39:45
2882125	35445	0	0	75917908	FIRST BUSINESS BANK - MILWAUKEE	18500 WEST CORPORATE DRIVE 	BROOKFIELD	WI	53045	041	2015-01-30T12:51:30
2882983	35477	0	0	73922762	CITIZENS FIRST BANK	1442 LINCOLN WAY 	CLINTON	IA	52732	041	2015-01-27T11:13:45
2883971	35492	0	0	112206763	WESTERN HERITAGE BANK	230 SOUTH ALAMEDA BLVD. 	LAS CRUCES	NM	880052619	041	2015-07-28T17:49:20
2885171	35259	0	17120	61119781	BANK OF GEORGIA, THE	100 WESTPARK DRIVE 	PEACHTREE CITY	GA	30269	041	2015-03-05T14:42:48
2886178	35367	0	0	75917898	PEOPLES BANK	837 NORTH WISCONSIN STREET 	ELKHORN	WI	531210890	041	2015-01-30T13:12:48
2887399	35117	0	0	42215578	CENTERBANK	744 STATE ROUTE 28 	MILFORD	OH	45150	041	2015-01-30T11:50:06
2888789	35426	0	0	21213465	TWO RIVER COMMUNITY BANK	766 SHREWSBURY AVENUE 	TINTON FALLS	NJ	07724	041	2015-02-20T10:22:05
2889227	35377	0	0	26013479	ALPINE CAPITAL BANK	680 FIFTH AVENUE, 7TH FLOOR 	NEW YORK	NY	10019	041	2015-01-29T16:33:14
2895835	35284	0	17027	53112314	CORNERSTONE BANK	3710 NASH STREET NORTH 	WILSON	NC	27896	041	2015-01-27T15:49:05
2896216	35304	0	0	63114917	FLORIDA BUSINESS BANK	340 NORTH HARBOR CITY BOULEVARD 	MELBOURNE	FL	32935	041	2015-01-27T12:20:19
2897633	35455	0	0	42108290	HOMETOWN BANK OF CORBIN INC.	1030 CUMBERLAND FALLS HIGHWAY 	CORBIN	KY	40701	041	2015-07-29T15:47:41
2897754	35312	0	0	31918637	FIRST CORNERSTONE BANK	1004 WEST NINTH AVENUE 	KING OF PRUSSIA	PA	19406	041	2015-07-21T15:11:28
2900092	35524	0	0	91917115	COMMUNITY PRIDE BANK	905 6TH AVENUE COURT NE 	ISANTI	MN	55040	041	2015-01-28T15:30:11
2901558	57031	0	0	107006897	CHAMPION BANK	16790 CENTRE COURT 	PARKER	CO	80134	041	2015-02-20T18:25:48
2903123	35365	0	17470	53112327	BANK OF OAK RIDGE	2211 OAK RIDGE ROAD 	OAK RIDGE	NC	27310	041	2015-01-27T15:27:51
2905761	35261	0	0	123308618	TWIN CITY BANK	729 VANDERCOOK WAY 	LONGVIEW	WA	98632	041	2015-02-27T19:04:13
2907019	35585	24080	0	101114918	COMMUNITY FIRST NATIONAL BANK	215 S. SETH CHILD RD. 	MANHATTAN	KS	66502	041	2015-01-30T11:22:04
2907439	35331	23925	0	122243130	CALIFORNIA FIRST NATIONAL BANK	28 EXECUTIVE PARK 	IRVINE	CA	92614	041	2015-01-27T14:18:33
2908575	35495	0	0	124084779	PROFICIO BANK	6985 UNION PARK CENTER, SUITE 150 	COTTONWOOD HEIGHTS	UT	84047	041	2015-01-30T13:11:56
2909330	35267	714939	14939	31176097	AIG FEDERAL SAVINGS BANK	503 CARR ROAD SUITE 130	WILMINGTON	DE	19809	041	2015-01-29T13:32:12
2911128	35476	0	0	74914313	LAFAYETTE COMMUNITY BANK	301 SOUTH STREET 	LAFAYETTE	IN	47901	041	2015-01-28T15:19:01
2911856	35376	0	17442	63114975	FRIENDS BANK	2222 STATE ROAD 44 	NEW SMYRNA BEACH	FL	32168	041	2015-01-29T09:19:21
2911986	35156	23868	0	123308582	HOMETOWN NATIONAL BANK	970 14TH AVENUE 	LONGVIEW	WA	98632	041	2015-01-26T13:50:33
2912750	57081	24010	0	43450015	SECURITY NATIONAL TRUST CO.	1300 CHAPLINE ST 	WHEELING	WV	26003	041	2015-01-28T14:35:19
2913551	35163	0	0	53112343	TRUSTATLANTIC BANK	4801 GLENWOOD AVE SUITE 500 	RALEIGH	NC	27612	041	2015-01-29T12:28:16
2913702	35543	0	0	81918946	BANK OF FRANKLIN COUNTY	900 EAST EIGHTH STREET 	WASHINGTON	MO	63090	041	2015-01-30T10:26:54
2913887	35465	0	17201	53112330	SELECT BANK & TRUST COMPANY	700 WEST CUMBERLAND STREET 	DUNN	NC	28334	041	2015-04-28T16:13:18
2914268	35206	716116	16116	0	FIDELITY PERSONAL TRUST COMPANY, F.S.B.	245 SUMMER STREET, 2ND FLOOR 	BOSTON	MA	02210	041	2015-04-30T15:04:13
2914727	35427	23981	17220	61219898	UNITED NATIONAL BANK	722 N BROAD ST 	CAIRO	GA	39828	041	2015-03-13T17:12:59
2915126	35514	0	17474	62206376	CHEAHA BANK	1320 HIGHWAY DRIVE 	OXFORD	AL	36203	041	2015-01-30T13:12:12
2915461	35519	0	17250	53112356	NORTH STATE BANK	6204 FALLS OF NEUSE ROAD 	RALEIGH	NC	27609	041	2015-02-05T14:36:33
2916534	35154	715731	15731	26073134	M.Y. SAFRA BANK, FSB	499 PARK AVENUE 	NEW YORK	NY	10022	041	2015-01-30T11:30:38
2916963	57047	24090	0	31050809	U.S. BANK TRUST NATIONAL ASSOCIATION	300 EAST DELAWARE AVENUE 8TH FLOOR	WILMINGTON	DE	19809	041	2015-01-30T14:11:34
2917184	35597	0	0	81018956	NEW FRONTIER BANK	1771 ZUMBEHL ROAD 	SAINT CHARLES	MO	63303	041	2015-01-21T12:26:08
2917317	35546	716456	16456	122287251	BOFI FEDERAL BANK	4350 LA JOLLA VILLAGE DRIVE, SUITE 140 	SAN DIEGO	CA	92122	041	2015-01-30T17:17:22
2919423	35547	24049	0	122105825	CANYON COMMUNITY BANK, NATIONAL ASSOCIATION	7981 NORTH ORACLE ROAD 	TUCSON	AZ	85704	041	2015-01-27T13:34:47
2919898	35568	0	0	83908323	AMERICAN BANK & TRUST COMPANY INC.	1302 SCOTTSVILLE ROAD 	BOWLING GREEN	KY	42102	041	2015-01-28T10:48:09
2920287	35450	0	0	83908310	CENTURY BANK OF KENTUCKY, INC.	201 WEST WOODFORD STREET 	LAWRENCEBURG	KY	40342	041	2015-01-16T08:59:50
2920737	35525	24425	0	61308592	FSGBANK, NATIONAL ASSOCIATION	531 BROAD STREET 	CHATTANOOGA	TN	37402	041	2015-03-11T11:46:09
2920773	35456	0	0	31207869	1ST COLONIAL COMMUNITY BANK	1040 HADDON AVENUE 	COLLINGSWOOD	NJ	08108	041	2015-01-29T15:29:48
2921211	35236	0	0	61119804	CENTURY BANK OF GEORGIA	215 EAST MAIN STREET 	CARTERSVILLE	GA	30120	041	2015-01-28T10:19:35
2921622	35442	0	0	83908307	CITIZENS BANK OF CUMBERLAND COUNTY, INC.	209 KEEN STREET 	BURKESVILLE	KY	42717	041	2015-01-26T11:46:47
2921659	35164	715674	15674	0	CAPITAL BANK AND TRUST COMPANY	6455 IRVINE CENTER DRIVE 	IRVINE	CA	92618	041	2015-08-25T21:23:13
2924128	35534	24047	0	42151001	UNIFIED TRUST COMPANY, NATIONAL ASSOCIATION	2353 ALEXANDRIA DRIVE SUITE 100	LEXINGTON	KY	40504	041	2015-01-23T15:47:14
2925620	35366	23950	0	122243062	CHINO COMMERCIAL BANK, NATIONAL ASSOCIATION	14245 PIPELINE AVENUE 	CHINO	CA	91710	041	2015-01-28T19:46:25
2925666	35583	0	17880	64008637	PINNACLE BANK	150 3RD AVENUE SOUTH SYMPHONE PLACE OFFICE BUILDING	NASHVILLE	TN	37201	041	2015-01-29T18:06:50
2927615	57072	0	0	107006787	ADVANTAGE BANK	1475 NORTH DENVER AVENUE 	LOVELAND	CO	80538	041	2015-07-29T18:59:15
2929392	57061	24114	0	71926155	CORNERSTONE NATIONAL BANK & TRUST COMPANY	ONE WEST NORTHWEST HIGHWAY 	PALATINE	IL	60067	041	2015-01-30T15:44:10
2931603	57079	0	0	104914050	WORLD'S FOREMOST BANK	ONE CABELA DRIVE 	SIDNEY	NE	69160	041	2015-02-19T12:47:02
2938143	35451	0	0	63115068	BANK OF COMMERCE, THE	1858 RINGLING BOULEVARD 	SARASOTA	FL	34236	041	2015-07-28T16:03:16
2938198	57082	0	0	71926184	NORTHBROOK BANK & TRUST COMPANY	1100 WAUKEGAN ROAD 	NORTHBROOK	IL	60062	041	2015-09-23T12:39:35
2938769	57034	0	0	84206150	OXFORD UNIVERSITY BANK	1500 UNIVERSITY AVENUE 	OXFORD	MS	38655	041	2015-01-30T15:34:00
2939001	35558	0	0	63115039	CENTURY BANK OF FLORIDA	716 WEST FLETCHER AVENUE 	TAMPA	FL	33612	041	2015-02-05T16:37:01
2939391	57058	0	0	82908780	PEOPLES BANK	1120 SOUTH ROCK STREET 	SHERIDAN	AR	72150	041	2015-01-16T16:32:30
2939663	35257	0	16137	31376101	UNION COMMUNITY BANK	570 LAUSCH LANE SUITE 300	LANCASTER	PA	17601	041	2015-02-27T15:38:31
2941068	57038	24107	0	75917937	NICOLET NATIONAL BANK	111 NORTH WASHINGTON STREET 	GREEN BAY	WI	54301	041	2015-01-28T14:52:43
2941509	35566	0	0	125108625	FOUNDATION BANK	1110 112TH AVENUE NORTHEAST, SUITE 200 	BELLEVUE	WA	98004	041	2015-01-30T16:24:22
2942690	57053	0	0	26013576	SIGNATURE BANK	565 FIFTH AVENUE, 12TH FLOOR 	NEW YORK	NY	10017	041	2015-01-30T15:25:28
2942823	57119	0	0	112024437	UNITED BANK OF EL PASO DEL NORTE	125 NORTH MESA HILLS DRIVE 	EL PASO	TX	799124874	041	2015-01-30T15:52:24
2943389	35474	0	0	122043107	TOMATOBANK	1420 EAST VALLEY BOULEVARD 	ALHAMBRA	CA	91801	041	2015-01-23T17:42:16
2943615	35513	0	17550	61119985	COMMUNITY BANK OF PICKENS COUNTY	15 SAMMY MCGHEE BLVD 	JASPER	GA	30143	041	2015-01-28T11:52:41
2947556	35533	0	0	124384974	FIRST ELECTRONIC BANK	280 WEST 10200 SOUTH, SUITE 200 	SANDY	UT	84070	041	2015-01-26T14:44:15
2948058	57069	0	0	65306189	FIRST COMMERCIAL BANK	1300 MEADOWBROOK ROAD SUITE 100	JACKSON	MS	39211	041	2015-01-28T10:42:21
2948423	57022	0	0	112206776	BANK OF CLOVIS, THE	300 N MAIN ST 	CLOVIS	NM	88101	041	2015-01-30T13:51:28
2948450	57027	0	0	111924363	HBANK TEXAS	4501 WILLIAM D. TATE 	GRAPEVINE	TX	76051	041	2015-01-27T11:16:37
2949710	57918	24555	0	71104647	TRIUMPH COMMUNITY BANK, NATIONAL ASSOCIATION	2040 1ST STREET A 	MOLINE	IL	61265	041	2015-03-11T15:53:17
2949970	35393	716310	16310	71974505	UNITED TRUST BANK	12330 SOUTH HARLEM AVENUE 	PALOS HEIGHTS	IL	60463	041	2015-01-30T18:42:52
2950604	57039	0	0	84206176	COVENANT BANK	206 SHARKEY AVENUE 	CLARKSDALE	MS	38614	041	2015-01-22T13:30:16
2950677	35575	0	0	124084834	CIT BANK	2180 SOUTH 1300 EAST, SUITE 250 	SALT LAKE CITY	UT	84106	031	2015-01-30T16:04:38
2953418	35430	0	17800	67015096	OPTIMUMBANK	10197 CLEARY BOULEVARD 	PLANTATION	FL	33324	041	2015-04-13T10:12:03
2954059	35541	0	0	21213520	BCB COMMUNITY BANK	860 BROADWAY 	BAYONNE	NJ	07002	041	2015-01-30T12:51:06
2954497	57033	0	0	123206859	WILLAMETTE VALLEY BANK	101 HIGH STREET NORTHEAST 	SALEM	OR	97301	041	2015-01-29T19:59:24
2957014	57144	0	0	101114947	AMERICAN STATE BANK & TRUST COMPANY	1321 MAIN STREET 	GREAT BEND	KS	67530	041	2015-02-18T17:03:13
2958048	35548	24051	0	111924350	KILGORE NATIONAL BANK	410 N KILGORE STREET 	KILGORE	TX	75662	041	2015-01-26T18:31:05
2958972	57097	0	0	72414064	NORTHSTAR BANK	833 SOUTH VAN DYKE 	BAD AXE	MI	48413	041	2015-04-30T15:09:57
2960555	57025	0	0	112206792	AMERICAN HERITAGE BANK	3300 NORTH PRINCE STREET 	CLOVIS	NM	88101	041	2015-02-11T17:05:01
2960788	57150	23918	0	271250249	WHEATON COLLEGE TRUST COMPANY, NATIONAL ASSOCIATION	501 COLLEGE AVENUE 	WHEATON	IL	60187	041	2015-01-27T13:45:53
2963266	35530	0	0	53112408	FIRST CAROLINA BANK	171 NORTH WINSTEAD AVE 	ROCKY MOUNT	NC	27804	041	2015-02-12T09:12:31
2963275	57137	0	0	122105870	MISSION BANK	2439 HUALAPAI MOUNTAIN ROAD 	KINGMAN	AZ	86401	041	2015-01-30T18:28:36
2963547	57112	0	0	31318677	LANDMARK COMMUNITY BANK	2 SOUTH MAIN STREET 	PITTSTON	PA	18640	041	2015-02-12T13:19:35
2963864	57092	0	0	64108650	TRADITIONS FIRST BANK	5745 EAST MAIN STREET 	ERIN	TN	37061	041	2015-01-21T10:41:34
2966306	35328	715648	15648	124085066	AMERICAN EXPRESS BANK, FSB	4315 SOUTH 2700 WEST 	SALT LAKE CITY	UT	84184	041	2015-06-01T11:04:09
2966614	57026	0	0	53112424	CAROLINA TRUST BANK	901 E. MAIN STREET 	LINCOLNTON	NC	28092	041	2015-03-30T09:29:18
2967796	35604	0	0	64108605	PEOPLES BANK OF BEDFORD COUNTY	1122 NORTH MAIN STREET 	SHELBYVILLE	TN	37160	041	2015-01-23T11:54:26
2970657	57103	24150	17840	71926197	SCHAUMBURG BANK & TRUST COMPANY, NATIONAL ASSOCIATION	1180 EAST HIGGINS ROAD 	SCHAUMBURG	IL	60173	041	2015-01-30T16:25:18
2973041	57179	24120	0	271250252	FIRST COMMUNITY TRUST, NATIONAL ASSOCIATION	3385 HILLCREST ROAD, SUITE 100 	DUBUQUE	IA	52002	041	2015-01-23T16:51:52
2973386	35388	716509	16509	31976161	SEI PRIVATE TRUST COMPANY	ONE FREEDOM VALLEY DRIVE 	OAKS	PA	19456	041	2015-01-30T13:31:36
2980209	57203	0	0	31101127	BARCLAYS BANK DELAWARE	100 SOUTH WEST STREET 	WILMINGTON	DE	19801	041	2015-05-07T18:51:20
2986407	57077	716697	16697	41272279	WESTFIELD BANK, FSB	TWO PARK CIRCLE 	WESTFIELD CENTER	OH	44251	041	2015-01-30T15:04:28
2989006	57127	0	0	61220049	GUARDIAN BANK	701 WILDWOOD PLANTATION DRIVE 	VALDOSTA	GA	31602	041	2015-02-19T11:08:45
2992501	35027	715682	15682	61092332	CORNERSTONE BANK	2060 MT. PARAN ROAD 	ATLANTA	GA	30327	041	2015-07-21T19:15:12
2992547	35237	715685	15685	0	JOHN DEERE FINANCIAL, F.S.B.	8402 EXCELSIOR DRIVE 	MADISON	WI	53717	041	2015-01-29T13:57:52
2997216	57073	0	0	122243237	COMMUNITY BANK OF SANTA MARIA	1421 SOUTH BROADWAY 	SANTA MARIA	CA	93454	041	2015-01-15T20:13:58
2997748	57123	24169	0	61120084	FIRST CENTURY BANK, NATIONAL ASSOCIATION	807 DORSEY STREET 	GAINESVILLE	GA	30501	041	2015-04-22T14:02:44
2997926	57091	0	0	64108663	CUMBERLAND BANK & TRUST	502 MADISON STREET 	CLARKSVILLE	TN	37040	041	2015-01-29T18:12:00
2998576	57056	0	0	124084805	CELTIC BANK CORPORATION	268 SOUTH STATE STREET, SUITE 300 	SALT LAKE CITY	UT	84111	041	2015-01-30T19:11:36
3005097	57141	0	0	101918965	COMMUNITY BANK OF MISSOURI	904 WALTON WAY 	RICHMOND	MO	64085	041	2015-04-30T15:07:31
3010000	35479	0	0	21213559	MARINER'S BANK	935 RIVER ROAD 	EDGEWATER	NJ	07020	041	2015-01-29T12:44:08
3010318	57169	0	0	64208725	AMERICAN PATRIOT BANK	3095 EAST ANDREW JOHNSON HIGHWAY 	GREENEVILLE	TN	37745	041	2015-01-30T16:46:10
3010363	57074	0	0	123103826	BANKCDA	912 NORTHWEST BOULEVARD 	COEUR D'ALENE	ID	83814	041	2015-01-29T20:15:18
3013823	57135	0	0	53208079	CRESCOM BANK	288 MEETING STREET 	CHARLESTON	SC	29401	041	2015-01-29T16:39:32
3015939	57295	24182	0	107007346	AMG NATIONAL TRUST BANK	1155 CANYON BOULEVARD, SUITE 310 	BOULDER	CO	80302	041	2015-01-30T15:25:10
3016347	57071	0	0	61019975	GEORGIA BANKING COMPANY	6190 POWERS FERRY ROAD SUITE 150	ATLANTA	GA	30339	041	2015-01-29T07:19:21
